review,results
fresh out the gym but yet i m bout to eat free birds,2
don t you ever give my pussy away you keep it tight alright,1
thats a goddamn terrible joke you gbe lookin bitch,1
hunnit hoes in the house amp they all fckn watch dog ass kb ball again ion see a bih cause they broke as hell 2 places ain goin broke or jail,1
rt a woman s revenge to a man is being a hoe,1
rt it s a got damn shame bitches wit raw ass dick sucking skills are not wifey material,1
fucking hot boots who doesnt love a boot boy lick those soles clean http t co thnvlldut8,1
that one drunk white bitch that always instigate problems involving at least one black dude then crys afterwards when someone gets hurt,1
rt 8220 well ain t this bout a bitch http t co cvjadmypg6 8221 128514 128514 128514 bruh 128553 128514 128514,1
if she know yo name way before you meet her then dat bitch a eatta,1
tell me how that sounds stupid you were pretending to be a female and talking to a guy you a faggot,1
we dont trust these niggas all these bitches,1
webbers rt sz13 vnds restorers dream cracked midsole sole separation and fogged bubbles 150 http t co yc81vg2kg1,2
fucc droppin songs when yu gon drop a mixtape nicca,1
if i had hair i would seriously go for a perm now genetics is a stone cold bitch,1
yo fuck firestone for that commercial givin bitches ideas to run over guy s video games i d cut a bitch over that,1
rt 128514 128514 rt lol rt 128514 128557 rt just so u faggots know http t co bghtsjipne,1
i had a dumbass dr do that on a c 4 i was just like this dumb bitch,1
rt your swags off fag sauce,0
savannah should have fucked that bitch up,1
nevermind still a little bitch http t co zpypjbu5yu,1
bitch if im talker than you then youre short so stfu,1
i just want to beat the fuck out of everyone that stares at me like bitch stahp,1
8220 8220 need to get laid 128514 128514 128514 128514 sike im celibate bitches be like 128070 128070 128070 128070 128070 128070 128070 8221 128064 8221 128064,1
rt cutthroat scrooge mrs harden be blowin me i be wanna snap on her ahh i had that bitch freshmen year damn nea caught a 8230,1
rt 8220 smh http t co mceh9g6rmu 8221 hoes like this are fucking it up for actual loyal girls smh,1
nd y all thought bitches knew how to accessorize http t co f8ydxkaz,1
game 126 preview houston astros at new york yankees http t co svg7diiczg,2
bitch i know stfu 128514,1
trash of the cowboys beat the redskins twice last year 128517,2
rt i am so nice but i m such a bitch hard 2 explain,1
juicy j can t say no to ratchet pussy remember,1
they are all idiots except kourt the rest are just slutty ass bitches,1
come thru keyshia you queen of thots bitch,1
bitch why did you not fav or retweet this,1
lmao yesterday them hoes was cute af lol,1
dafuq is floppy bird,2
lmoa high as giraffe pussy,1
i forgot you re the same bull that said yeezus was good and that j cole is trash http t co kkuzv5pddr,2
rt no girl sucks dick but somehow all dudes get head dudes only fuck bad bitches yet all these ugly girls getting pregnant 8230,1
rt shoutout to bitch you guessed it remix shit is 128293 128293 128293,1
it s a small world and hoes make it smaller,1
they rude rt mouf i wish you bitches would stop calling while i m trying to get dicked down by your nigga 128530,1
rt naw deez ain t no 24s hoe u gota add 4 mo str8up,1
that bitch,1
then they wanna ask you maad questions bitch just tell me what you need me to do and stop interrupting my playlist,1
rt your opinion of me is highly irrelevant bitch,1
word school flow on a dumb hoe,1
guinan ol rachet ass bitch,1
rt everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch 128586 128566,0
my lifestyles raw dog one magnum will put a dickhead in the hole and that was cumin out of the pussy lips,1
yas bitches yas 128588 http t co bsrwtmkw87,1
rt 8220 that s a very nice jig kearney now isn t dancing much more fun than bullying http t co dk7rcqm1fs,2
blaxican,2
you re such a bitch carlton you re lucky your fathers a judge,1
it takes a true directioner to accept larry you know what bitch its fans like you that make the boys cry thankyoupaulforconfirminglarry,1
ugly bitches stay subbing,1
my goal for soccer this year is to get a yellow card every game,2
8220 red neck ice bucket challenge 128514 https t co cagp3niofd 8221 he must be from the sip redneck,2
they say i wouldn t make it now them same bitches is calling my cellular,1
rt ryanrod rt girls say bs like you got too many hoes stop letting twitter and ig fool you i don t know these fucki 8230,1
8220 i want to be obsessed with someone and i want someone to be obsessed with me 8221 then u might have to kill the bitch 128563,1
666 she can just fuckin call the venue about it and they ll cancel the lost tickets and reprint new ones what a dumb bitch,1
rt ppl quick 2 bitch about what somebody ain t did for em when 9 times outta 10 they ain t did shit for that person,1
if i hit you w that shotty bitch i bet that body flip,1
chris brown get bitches bruh lmao,1
politics teaching that pretend son to b a pussy his son would have lace on his jock strap,0
that nigga vic acting like he yellow bone with 15k followers and can t answer a nigga phone,1
8220 goku tho dr gero made android 18 to destroy da world das sum bitch nigga shit i would program a girl android to gimme sum neck 24 7 8221,1
rt i feel bad for these young girls that are already hoes,1
rt rt if u remember when steve from blue clues left us with that other bitch ass nigga joe http t co vsy3ejfzhf,1
she looks like a plastic monkey doll,2
not about to play these games with this bitch,1
shut the fuck up fag ill beat the shit outta you,0
rt when you try to tell grandpa that 70s music was trash https t co kyulqzobc6,2
loud bitches annoy me,1
128119 128119 you needa stop sucking dick hoe 128514 128514,1
oh and i m back bitch no one walks all over me ever again ever,1
rt 74 8220 a1 i m steady hearin bout these suppose to be tuff street niccas gettin fuccd n dey ass smh gay boys 8221 128561 128561 smh sad 8230,1
that s what happens when you date a colored,0
oh man its 5 am you off a molly ho where the fuck ya seed at fixed,1
rt this isn t some privilege to be thrown around all willy nilly you ve gotta earn the right to call me a bitch,1
lethal bird flu cocktail sent out of lab accidentally went unreported 8211 cdc http t co mo2m6q3xtt,2
there it is these bitches be having joint custody dick and acting up understand that s part time no benefits,1
hood niggas and bitches love emojis lmfao,0
why not animal crackers i want animal crackers shaped like master chiefs and trolls and gun s and shit thatd rule,1
why u being such a little bitch chris you ain t six bitch allisons mom,1
8220 305 10 under in miami is a keeper 8221 not hard to find them hoes just like to brain wrestle,1
rt our national bird the american bald eagle is an endangered species success story http t co ojscnnmyem,2
lmaoooooooo rt d angelo prolly nice as shit at madden now lmao fat bitch,1
8220 good pussy have a nigga like http t co psbglhnq8q funniest thing i ve ever seen on my tl 128557 128557 128557 8221,1
verizon customer service is trash as fuck i ve been in the store haven t been greeted or nothing,1
rt my bro made out with an ugly chick at a festival while drunk so now he s known as larry bird because he hits threes 8230,2
calling these nasty hoes out mrs wells is too real 128514 128514 128514 http t co d4enqkdswr,1
ew i hate when ratchet ass hoes post stranger danger ewww bitch,1
rt all detroit niggas do is listen to dbco and fuck other niggas bitches while trying to hold on to their own with no money an 8230,1
bitches love beefing over a nigga that s always in other bitches faces,1
lmao you niggas regionally picky about hoes now just say anything on twitter makes it s fun tho,0
rt sick ass goal ned worldcup2014,1
why you act like a little booshie bitch now that s why you don t have friends hoe,1
i hope so the bitch was annoying i think she thought she was smart or something,1
bite me bitch chew on a 19 footer,1
flo is a bad bitch,1
lmao 171 171 i mean damn bitch you was almost ready 20 minutes ago http t co dtqgxjkjv7 187 187,1
xpriceless bitch u forcin it talkin about my family and shit watch out,1
why can t you be humble like your moms and not hoes,1
when you realize how curiosity is a bitch an should of let the unknown stay unknown curiositykilledme,1
rt tellmeboutlove i swear these bitches think their still in highschool,1
all you ofay got left is da oscars better enjoy dat before us colored folk get dat too,1
green beans summer yellow squash zucchini cucumber i will set some more out by the road today its free,2
8220 brah wiz cheated 128514 128557 http t co oz2pndngj0 8221 she had hair like a dyke uh duh,2
i m serious bruh she s too pretty i would eat both her pussy amp butt 128557,1
yes bitch you still in love in rich she lying,1
rt derek jeter gets it done j j hardy commits error on slow grounder and 2 runs score yankees take 4 2 lead in 7th innin 8230,2
when i be that pussy i be calling you my bitch,1
boston s jihadi nest and student arm of the muslim brotherhood 187 joe for america http t co 4ifjwoesdr via,2
128563 oh this bitch midy must be crazy http t co 75lwvtd4oj,1
who wanna play pin da tail on da colored man s butt,2
cnt trust or won t spare a bitch ogd,1
littlepuffin i just saw a bad bitch on here from mf switzerland and feel in love,1
simply pussy,1
rt why do bitches hate on another bitch relationship 128129,1
i was lit den a bitch last night,1
paper ova pussy,1
